,song_id,artist_name,title
1564,SOJIVAI12AC468E08E,DJ X-Change,Shawty Say
1565,SOXMMST12AB017F420,Eric B. & Rakim,Follow The Leader
1566,SOPQXKA12AB01861CA,Vince Guaraldi,Room At The Bottom
1567,SOZMQND12A58A7DBE1,Marty Robbins,A Castle In The Sky
1568,SOBYHQA12AB0185B69,Mighty Mighty Bosstones,Do Somethin' Crazy
1569,SODFGNK12AB0184C02,Akissa,Le Vivre Pour Le Croire
1570,SOCJJDX12A8C13E745,Aswad,Rudeboy
1571,SOOIAPL12AB018C4FE,Humanzi,Amsterdamaged
1572,SOSZDPD12A6D4F6ECA,Isabelle Adjani,Entre Autre Pas En Tra\xc3\xaetre
1573,SOPDZXV12A58A77173,Parachute Band,Thine Is The Kingdom
1574,SOSXSPA12A58A7C152,Michael Stanley Band,He Can't Love you
1575,SOXDCWZ12AB0184FF6,Carl Crack,Sonnenfreunde
1576,SOJIGFG12A6D4F7781,Eddy Raven,In A Letter To You (Digitally Remastered 98)
1577,SOLRAOY12A6D4F7452,Remmy Ongala,Pamella
1578,SONQCXQ12AB017BBAE,Pelle Carlberg,I Love You_ You Imbecile
1579,SOKZYNC12AB01869B2,Gabriela Anders,Love Is So Unkind (Album Version)
1580,SOPXSEX12A8C13E4CE,PRE,Greasers
1581,SOBKZAH12AB01849A1,Sofia Karlsson,Andra sidan
1582,SOPUSHG12AB0185454,Bob Wills,Linda Lou
1583,SOFGKES12AB018930D,Les Ogres De Barback,Femme du guerrier
1584,SOBZIBE12A58A7FF40,P.O.D.,Wildfire (Album Version)
1585,SOAWIMZ12A6D4F7755,Darwin Hobbs,Worshipper's Medley
1586,SOHMJRA12AB0186A48,THE AD LIBS,Johnny My Boy - Original
1587,SOAVSMQ12A8C1326AC,Chaotica,Hypergasm
1588,SOMWBPP12A6D4F7B23,Korn,Coming Undone (Sleazy Days Rock Electro Remix) (Acid Planet Remix -- France)
1589,SOAZUSH12A58A7A561,Lyrics Born,Stop Complaining/Remix/Jam
1590,SOHLXPY12A8C1319B6,John Fogerty,Don't You Wish It Was True
1591,SOWWUUZ12A6D4FA8CA,Dionne Warwick,I've Been Loving You Too Long (LP Version)
1592,SOBNBUT12A8C1444F3,Eric Burdon,Leo's place
1593,SOWHJWV12A6D4F843E,Anne Dudley,Victims of the occupation
1594,SOPHQUV12A8C130BF8,David Tao,Love Can
1595,SOYVZLL12AAF3B2276,Julie Zenatti,A Quoi Ca Sert
1596,SOTBMWN12A6D4F58CD,Humanzi,Fix The Cracks
1597,SOXOLXL12AB0180979,Jill Paquette,Sometimes Yes_ Sometimes No
1598,SOQSAXZ12AB0186CE8,Uriah Heep,Falling In Love
1599,SOSBLDO12A8C13792D,Ivan Parker,Close To The Well (Live)
1600,SOAOYFX12AB018686C,Galactic,[Hidden Track]
1601,SOROOHN12A8C13AE44,A Different Breed of Killer,The Cleansing Apparatus
1602,SOSNWQV12A8C13B736,Nancy Walker,I'm Kinda Partial To His Puss (from My Square Laddie)
1603,SOOFAMF12A6D4F5D2F,Simple Minds,See The Lights (2002 Digital Remaster)
1604,SORIZXJ12A6D4FB83C,Los Traileros Del Norte,Dolor
1605,SOAERZM12A8C13CA55,Little Milton,Little Bluebird
1606,SOLANWU12A8C141D4D,Rance Allen Group,The Painter
1607,SOAWCYO12A8151DF97,Franz Ferdinand,Do You Want To
1608,SOGFVYV12A58A7E25C,Connie Smith,Cincinnati Ohio
1609,SOEYPBL12A8C1357C7,Aswad,Ina Your Rights
1610,SOBFWMT12AAA8C5AC5,Los Ninos De Sara,Espana tiene sabor
1611,SOISUCV12A8C133542,Guitar Slim,When The Sun Goes Down
1612,SOLVDDZ12A8C13570B,Asleep At The Wheel,The Son Shines Down On Me
1613,SOABYBF12A8C138A09,Klaus Badelt,Severe Severing
1614,SOJOICW12A8C13B533,Sandy Lam,Shi Guang Ben Shi Wu Zui
1615,SOVNIAU12A6D4F7C63,Inspector 9,Not Missing You
1616,SOYHMPJ12AAF3B387B,Call To Preserve,Hope For The Fallen
1617,SOLAFCK12AB0187E57,deadboy & the Elephantmen,No Rainbow
1618,SOUYBZV12AC468E677,The Jackson Southernaires,Show Some Sign
1619,SOXAWVI12AAF3B5338,Mae West,Little Bar Butterfly
1620,SOWRHSP12A58A77A73,Commander Cody And His Lost Planet Airmen,Too Much Fun
1621,SOYJKGB12AB01877C7,David & Steve Gordon,Evenglow
1622,SOGAISJ12AB0180168,Memphis Minnie,My Butcher Man
1623,SOEYHBE12AB01848F6,Maroon 5,This Love
1624,SOSXRQG12A8C1325D6,Willy DeVille,Louise
1625,SOXBEKP12A6D4F979E,N.W.A.,Approach To Danger (Edited)
1626,SOSSXDE12A58A7DD66,Washboard Sam,Big Woman
1627,SOGJPMB12A8C13A9DB,Cut Copy,Unforgettable Season
1628,SOGHASM12A8C140D10,Tarheel Slim,Somebody Changed the Lock
1629,SOMPMVQ12A58A78C8E,Tha Alkaholiks,Only When I'm Drunk
1630,SOINVOE12AB0183171,Johnny Cash,Hank & Joe and Me
1631,SOZNLII12AB017EA4B,Michael Stanley Band,Spanish Nights
1632,SOWTHTG12AB0180B28,The Sensational Alex Harvey Band,Framed
1633,SOSGFCZ12AB0188410,Tony Joe White,If I Ever Saw A Good Thing (Album Version)
1634,SOTJTQO12AB0183126,Moist,Far Beyond The Endless
1635,SORCTMT12A58291950,Akon,Lonely
1636,SOMJOYB12AB0185BC5,Leon Lai,Mei Tian Ai Ni Duo Yi Xie
1637,SOKLOWV12A6D4F74BC,M.A. Numminen,KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-
1638,SOJTIAL12AB018BCC1,Capital Tax,Slide In - Slide Out
1639,SORPENK12A8C142C88,Otis Taylor,Talking About It Blues
1640,SOPEBJN12AB0188E0A,Gran Coquivacoa,Gaita Pueblera
1641,SOGWIIH12A8C137323,Deodato,Somewhere Out There (Album Version)
1642,SOFKSJC12A8C13483C,Harry Gregson-Williams,Sanchez Family
1643,SOPFOCW12A8C134550,Trafik,Le Beeatch
1644,SOQELHR12AC4689565,Oscar Lima,If You Wanna Be My Friend
1645,SORSTYX12A6D4FB4FB,Marco Beltrami,Franks Plea
1646,SORLELP12AB017F1F9,Gus Viseur,Quinze mai
1647,SOMYZTG12A67020D51,The Jam,Bricks And Mortar
1648,SOXEXQD12A58A7E72F,MICHAEL WHITE,Matriarch (LP Version)
1649,SORPZVB12A6D4F9D44,Ray Barretto,I Think About You (LP Version)
1650,SOIDDGN12AB018371D,Thomas Battenstein,Plage de Belle Maison
1651,SOYCABE12A8C142BD5,FFH,You And Only You
1652,SODQNJB12A6D4F66A0,Viki Mosholiou,I Adara_ To Lenaki Ki I Rinio (Fuss_ Lenaki And Rinio) (2006 Digital Remaster)
1653,SONAMOI12AB0182AA1,Hanoi Rocks,Mental Beat
1654,SOGKXIV12AAF3B5E4D,Guitar Slim,Won't You Spread Some Flowers On My Grave
1655,SOMMGDG12AB018376F,DJ Phiene,Thump Thump Da Box
1656,SOVYUVO12A8C13CF24,Max Stalling,Scars and Souvenirs Intro
1657,SOZTNJU12AB018A581,6CycleMind,Talkin' Bout A Revolution
1658,SORJGVR12A58A7C3C8,Dilated Peoples Featuring Devin The Dude,Poisonous (Edited) (Feat. Devin The Dude)
1659,SOUATHD12A8C133C77,Nestor Torres,Luna Latina
1660,SOBTWLJ12A58A7DDD2,Gym Class Heroes,To Bob Ross With Love (Album Version)
1661,SOORYUV12AB0183C3E,Beenie Man,Cross The Bridge
1662,SOESGZE12AB018994E,Bon Jovi,The Distance
1663,SOSRAUR12A8C13F697,Johnny Copeland,Jambalaya (On The Bayou)
1664,SOMSVWH12A67AE1252,Eric Burdon,Comeback
1665,SOBGMQS12A8C1371A8,Stellar Kart,I Give Up (Album Version)
1666,SOXWHXX12AB018E307,Albert Pr\xc3\xa9jean,Une java
1667,SOGQDUA12A67021132,Georgia Satellites,I Dunno (LP Version)
1668,SOLCYFR12A6701D233,Guns N' Roses,You're Crazy
1669,SOLUHDN12A8C13714D,Dennis O'Neill,Oh! quand je dors
1670,SOGNTZY12AC4689F04,Orlando Pops Orchestra and Andrew Lane,Main Theme from Jaws
1671,SOQNFQI12AB018882C,Jimmy Wakely,Mine All Mine
1672,SOXFSTR12A8AE463B0,Muse,The Small Print
1673,SOPEEDH12A58A7C407,Dntel,Termites in the Bathtub
1674,SONGBWJ12A58A7AB4D,Generation X,Rock 'n' Roll
1675,SOJDURH12AB018847F,Izzy,Irapijerkifly
1676,SOFTUGY12A6D4F2B95,Vivian,Easily
1677,SOAQHFF12A8C139DD9,Pretty Boy Floyd,Shut Up
1678,SODOOMF12AB018D375,Glad,This is My Father's World/For the Beauty of the Earth
1679,SOKGHWU12A6D4FB9F8,KT Tunstall,Paper Aeroplane (Live From 'Drastic Fantastic' Tour)
1680,SOZYQQT12A8C13B4EA,Django As\xc3\xbcl,Agenda Zwei Null Eins Null
1681,SOJAKEW12AB017D93A,Ned Miller,From a Jack To a King
1682,SOHLFGQ12AB0186CAD,Gene Simmons,Drinkin' Wine - Original
1683,SODNUZL12AB017B1E8,Assassin,Str8 M.O.B.
1684,SOHTQAS12A6701C7BA,Aerosmith,Crazy
1685,SOJZXAM12AB0180ED6,The Shangri-Las,Out in the Streets
1686,SOIDULJ12AB017BDBA,Herbst9_ Z'ev,Reinvigorated (Maschinenkult_ Pt. 1)
1687,SOTCXIY12AB0183D7A,Mich\xc3\xa8le Arnaud,La vie d'artiste
1688,SOWWTHH12A81C237FE,Glen Campbell,After The Glitter Fades (LP Version)
1689,SOKJNAP12A81C22CAA,Kaija Koo,Viimeinen lento
1690,SODFTEM12AF72A8D40,L.A. Guns,Wanted Dead Or Alive
1691,SODLBPC12A8C13E618,Talib Kweli,Say Something [featuring Jean Grae] (Album Version)
1692,SOOIAPQ12AB018E44A,Gerald Clayton,Scrimmage
1693,SOCLEZT12A8C13CE4A,Orbital,Farenheit 303
1694,SOANMBZ12AAF3B5204,Jimmy McCracklin,Give My Heart A Break aka You Don't Seem To Understand
1695,SOWUARL12AC468AC3C,Mister Ries,So It Goes
1696,SOQYKUT12A8C143BC7,Set Your Goals,summer jam
1697,SOAYQTC12AB0182A48,Jeff Wahl,India
1698,SOJQLDK12AC468E6C5,Art Ensemble Of Chicago,Horn Webb
1699,SOCQFBK12A6D4F86DB,Twila Paris,Come Emmanuel (House Of Worship Album Version)
1700,SOMLGKF12AB017DF3C,Radiohead,Vegetable (Live)
1701,SOVCXUP12AB017E0E6,Ill Harmonics,Contagious
1702,SOVRPJN12A8C1399AE,Dropkick Murphys,Amazing Grace (Album Version)
1703,SONUSLF12A6D4F7769,Leona Naess,Star Signs
1704,SOFIBPT12A6D4F65E1,Daniel Johnston,Rock Around The Christmas Tree
1705,SOAMLOF12A6D4F8AE4,The Motors,Love Round The Corner
1706,SOKDCSL12A8C13B736,DJ Deeon,Rubber Track
1707,SOAIOOJ12A8C1385D2,Phantom Planet,After Hours
1708,SONZCGY12A8C1403C1,Mario Rosenstock,Mercedes Benz
1709,SOETKNB12A6D4FCC6A,Smokin' Joe Kubek & Bnois King,Tell Me Why
1710,SOKZRVN12A8C13F948,Suicide,Night Time
1711,SOGNPYN12A6D4F9078,Apache Indian,Real People (Cybernetic Dub)
1712,SOBOUAF12A8C13CE4A,Pegy Zina,Psihi Mou Moni
1713,SOTWXMH12AB0180E01,Shangri Las,So Much Love
1714,SORYYCT12A8C13FFAE,A Static Lullaby,The Everlasting Gaze (A Static Lullaby)
1715,SOANMAB12AF72A2AAD,50 Cent / Mobb Deep,Outta Control
1716,SOUNBSH12AB01888C0,Junior M. A. F. I. A.,We Don't Need It (Amended Album Version)
1717,SOYMECD12AB0186797,Prozak,It\x19s Too Late Now
1718,SOBMUGA12A8C13A751,Johann K\xc3\xb6hnich,Die Gesellschaft
1719,SOLLARE12A8C136DF8,Los Fabulosos Cadillacs,La Vida
1720,SOEIGCK12A8C13B5D7,Blackbyrds,Do It_ Fluid
1721,SODSHVF12A8AE481D2,Shaggy,Criteria
1722,SOWKBWM12AB01857A4,Big Rich featuring Devo,This Is How We Live: Northern Cali
1723,SOWNDMV12AC9072EE7,Anthony Watson,Missing You
1724,SOGMQYW12AB018C302,Johnny Winter,Shed So Many Tears
1725,SOAKPEL12A6D4FC126,Line Renaud,En \xc3\x89coutant Mon Coeur Chanter
1726,SOUPORI12AB0189C84,Rui Da Silva,Lixuneanos (Original Mix)
1727,SOYWESB12A8C1412F3,Dale Hawkins,Pretty Little Thing
1728,SOMABKL12A8C138314,John Tchicai,Drunnhvita Elevator
1729,SOCQBOB12A67AE23D8,Gabriel Yared,Chile con carne
1730,SOYNMFH12A6D4F50E2,H\xc3\xa9roes del Silencio,Oraci\xc3\xb3n (Directo)
1731,SORJXMA12A8C13924B,Herbert Von Karajan,Conc Orchestre Sz.116/Allegretto (2eme Mvt)
1732,SOQHNCH12A8C13DDFC,5th Ward Boyz,Ho Shit (Chopped&Screwed)
1733,SOSJWRY12A8C1416DB,Bruce Rowland,Mountain Theme
1734,SOLCNJN12A6D4F7740,MxPx,You Found Me
1735,SOJDQMV12AB0182752,Alfredo Kraus - Orquesta de Conciertos de Madrid - Pablo Soroz\xc3\xa1bal,El \xc3\xbaltimo rom\xc3\xa1ntico: romanza de tenor
1736,SOHVIKX12A58A7D0ED,MIMS Featuring J. Holiday,Be My Hustla (Explicit) (Feat. J. Holiday)
1737,SOJIURA12AB018989C,Darden Smith,Midnight Train
1738,SOGOAGM12AB017E99E,RUN-DMC vs. Jason Nevins,It's Like That
1739,SOGRGML12A8C136D75,Sonny Terry & Brownie McGhee,Ain't No Tellin'
1740,SOKFUPW12A6D4FB2BB,James Darren,P.S. I Love You (LP Version)
1741,SOXGKJJ12AB0183C53,Michael Stanley Band,Bop Till You Drop
1742,SOAUCRB12AB0181238,Nouvelle,C\xc3\xa9u do Brasil
1743,SOODJPE12AB01815F8,Kanye West,School Spirit Skit 2
1744,SOIGZOE12AB017F37D,Los Fabulosos Cadillacs,Vos Sabes
1745,SOLTJIM12A3F1EAEE1,Bill Cosby,Hold On I'm A Comin' (Album Version)
1746,SOUGKFV12AB0184F4B,Glen Washington,Strangers In The Night
1747,SOTUDJY12AC9070E78,Solas,Lament for Frankie
1748,SOHZTTU12AB0188323,Kingston Trio,Good News
1749,SOOGPJF12A8C13F9EF,Shriekback,Squanderer
1750,SOKECHN12AB0185200,Jessica Myrberg,I Love Rock n\xc2\xb4 Roll
1751,SODHQLP12A6D4FA6FA,Diego Vasallo,Dos imposibles
1752,SOTFEMQ12A8C13713C,Michael Gettel,Turning Of A Key
1753,SOTQJBV12AB018A0A9,Kruger,Narechenny Izgoem
1754,SOJFLGV12A8C141AB3,Magnatune Compilation,I Don't Care If You Lie (C Layne)
1755,SOZMHAO12A8C141C2A,Dora The Explorer,Boots The Monkey!
1756,SOKAVYA12AB0188454,AFI,Too Shy To Scream
1757,SOOYYGD12A8C131830,Russell Malone,Sugar Buzz
1758,SOLPZUJ12A81C21413,Angela Dimitriou,Mi Mas Agapas
1759,SOLVMKY12A8C13A5AE,Andy & Lucas,Dame Un Besito (Version Salsa)
1760,SOPHUZW12A58A7BD02,Estrellas Cubanas,Fiel Enamorado
1761,SORLYBE12AF72AD168,The Fray,She Is
1762,SOKCXFJ12A8C1350EC,Blind Blake,Dry Bone Shuffle
1763,SODSIZV12AB018A3AB,Stern,Ouverture
1764,SOZVWSE12A6D4F7ADA,Nik & Jay,Gir Dig Mer
1765,SODKZHX12AB0180CC7,Joell Ortiz,Warfare
1766,SOAYSDV12AB0186EE0,Grandmaster Flash,The King
1767,SOZAJPJ12AAF3B3872,The Jordanaires,Games People Play
1768,SOKROPT12A8C141885,Ayo,These Days
1769,SOYGZPA12AB0188EF2,Singing Melody,You're All I Need
1770,SOKIDZN12A67020D2D,The Who,Slip Kid
1771,SOHZDWZ12A8C136FBD,Vicious Mary,Keysage
1772,SOHTTCC12A8C134381,H-Town,Champagne Bubble Bath
1773,SOYCYPP12AB0185E21,Seventh Day Slumber,Lead Me To The Cross (Acoustic)
1774,SOTGRAB12A6D4FA555,Flexy,Toca Me (Album Version)
1775,SOFDVPO12A6D4F703C,Brenda Lee,Everybody Loves Me But You
1776,SOQLWTW12A8C13EA1F,Christos Dantis,24.000 Baci
1777,SOHKTJX12AB0185A8D,Sugar Minott,A True
1778,SOZXJQK12AB018547A,Lizzy Borden,Psychopath
1779,SOYPEPK12A8C141727,Birmingham Jubilee Singers,Rollin' Down To Jordan
1780,SOFAKTP12A8C13D296,FU-Schnickens,Visions (20/20)
1781,SOEKOOF12A8C145EBD,Marcio Faraco,Sarapatel Humano
1782,SOGKJVN12A6D4F7C75,Patience Dabany,Abagui Alobi
1783,SOQZBVF12A8C13813A,Northern State,Last Night
1784,SOUXUTH12A58A79E1F,Valient Thorr,Problem Solver
1785,SOFUPPL12A8C143A06,Johnny Copeland,Circumstances
1786,SOQUEMR12A6D4FAD07,Mix Mob,Who's 2 Blame
1787,SOZSRHD12AB0189A2C,Little Jr. Parker,Mother-In-Law Blues
1788,SOTETFB12A8C13BDE9,Army of the Pharoahs,Listen Up
1789,SOMBHKR12A58A7CAD3,Billy Higgins,Peace
1790,SOEDKVK12AC468B6B5,Jesus Jones,Move Mountains (BBC In Concert)
1791,SOCBINM12AC468678F,Speech,Have Fun Prelude
1792,SORYGBM12AB0186F25,Dan Moretti,Dreams - Original
1793,SOWMQNJ12A8AE471EE,Tracy Byrd,Just Let Me Be In Love
1794,SOMRFYQ12A8C1325B2,Shelby Lynne,Pretend
1795,SOMVCFU12A8C141903,Circular,Calm
1796,SOXXEJT12A58A7D55E,Bullethole,Now I Know
1797,SOKQHTW12A6D4F95B3,Moraes Moreira,Ares Populares/Asa Branca
1798,SOWTTOG12A8C13ED7C,The Dee Jays,I'll Never Get Over You
1799,SOTKNLA12AB01826E7,Lady GaGa,Poker Face
1800,SOIPQBF12AB018C890,Vrse Murphy,Wrong Decision (Instrumental)
1801,SOMRXYJ12AB0185687,Solitaire,Blue Lights Flashing
1802,SOUALWG12AB0188588,Nerf Herder,Golfshirt Pt. 2
1803,SOXMWPM12AB0185A0A,YGGDRASIL,Nordmark
1804,SOGCGAW12A8C13BF27,Kane,Rain Down On Me
1805,SONPHXB12A6D4FA61B,Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster)
1806,SOBATVY12A8C134A4C,Righteous Brothers,Little Latin Lupe Lu
1807,SOQFMFP12AB0188BFD,The Cortinas,Youth Club Dance (Demo)
1808,SOBKWON12A58291C7D,Rodney O & Joe Cooley,Party
1809,SOREBOF12A8C13E102,Why?,You'll Know Where Your Plane Is... (Part 4)
1810,SOVJWQQ12AC468CF19,Blingtones,Stinky Breath
1811,SONRULN12A8C1404A0,Daddy Yankee,Baila Girl_ Todo Hombre Llorando Por Ti
1812,SONLMRH12AAF3B282D,Steve Chou,Pi Jiu Pao Pao (Beer Bubbles)
1813,SODLTPJ12A67ADB230,Vangelis,El Greco: Movement III
1814,SOWDITP12A58A777CF,The Gaskets,Deportees
1815,SOINAZQ12A8C142AF5,James Taylor Quartet,Cleo's Mood
1816,SODOYEJ12A8C136B43,Mariano Yanani,Why Should I Cry For You
1817,SOTDTZN12AB018B3F6,Mush,Test 72
1818,SOVHCNH12AB0180DD6,The Motors,You Beat The Hell Outta Me
1819,SOYXJBB12AB017D968,Gertrudis,Oye
1820,SOYGYUY12AB0184DDC,Leroy Hutson,It's Different - Original
1821,SOMPGSD12A58A7F840,Between The Buried And Me,Kickstart My Heart (Album Version)
1822,SOVAHWF12A81C23457,Jean Carnigan,Irish Medley - Jigs
1823,SOGPESA12AB0180D65,The Knux,Bang! Bang!
1824,SOOVSAM12A81C218AF,Wailing Souls,Firehouse Rock
1825,SOEWUBS12A6D4F8DB0,Albert Ayler,Ghosts_ Second Variation
1826,SOCWGLQ12A8C13D14A,Aiden,She Will Love You (Album Version)
1827,SOCKRCU12A8C143B0C,Dub Pistols feat. TK,Revitalise
1828,SOSKAWG12A8C1359AD,Shinehead,Olivia
1829,SOYEKDD12A6702113B,DJ Envy,Why Wouldn't I (featuring Fabolous & Paul Cain)
1830,SOJWEFZ12A8C13B69D,JK,Hit my heart
1831,SOIYXSW12A8AE4885B,David Phelps,One King (Album Version)
1832,SOAESFB12A8C13573F,Klaus Badelt,Time Travel
1833,SORSTPO12AB017FE28,Perfection,What Is This
1834,SOIFKVI12A8C131696,Tranzas,Un nuevo amor (version salsa)
1835,SOPJHMG12A6D4FA978,Tony Joe White,Menutha
1836,SOENUOD12AB0188E35,From Dying Skies,Expeditions
1837,SOQTOMY12AB0184AAE,Turibio Santos,Dengoso
1838,SOITFJA12AB01824A9,Steinski,Silent Partner (Peace Out)
1839,SONBAWZ12A8C135A8B,Fred Simon,The Christmas Song (Chestnuts Roasting On An Open Fire)
1840,SOJELTQ12A8C1301E2,Nightwish,The Poet And The Pendulum
1841,SOVMCUJ12A6D4F778E,Eddy Raven,Like A Hurricane
1842,SOEPVDO12A8AE48BF4,Sandy Lam,Ai Ji Mei Gui 1000 Da
1843,SOJJVKE12A8C139252,Audio Adrenaline,My God  (Audio Adrenaline Album Version)
1844,SOCFAPK12AB018A10D,Jay Randall,Mathilda
1845,SOOETML12A6D4F7704,Francis Dunnery,The Possibilities of Loving You
1846,SOAPTVO12A8C133113,Deep Forest,Green And Blue
1847,SOHHASC12A8C139D11,Obie Bermudez,Antes (Salsa Version)
1848,SOMILKP12A8C1443E9,Herb Alpert And The Tijuana Brass,Lazy Day
1849,SOASPIG12A6D4F7422,Ghorwane,Nudez
1850,SOEBJPB12AB0188164,Carl Smith,Hey Joe
1851,SOGWDQX12AB0185701,William Coulter,Shrivasta
1852,SONWOUM12AB018555E,Mira,In Pursuit of the Implicate Order of Cultural Chaos
1853,SOCDDCO12A6D4FBCF4,Elvenking,Pathfinders
1854,SOBACBP12AB0188B9F,Special Duties,Punk Rocker '97
1855,SOLQBAW12AB0184198,The Irish Rovers,The Deep Blue Sea
1856,SOYQIME12AB017F31F,Tyrone Taylor,Got To Make Me Love You
1857,SOZVNIV12A8C133A48,Neil Diamond,Hey Louise
1858,SOMNRTW12AB0185CDE,Johnny Horton,Old Gobbler the Hound Dog
1859,SOJPDXW12A8C135D6A,MC Sadri,Strassenkrieg
1860,SOLTMLK12AB018A1CB,Paul Carrack,Dedicated
1861,SOJEQCC12A6D4F7B01,At The Gates,City Of Screaming Statues
1862,SOCFXKC12A8C13E150,The Refreshments,Three Little Words
1863,SOQBOUQ12A8C1372F4,Weedeater,Monkey Junction
1864,SOFTRVP12AAF3B23A3,Mel Blanc,I Love Me (I'm Wild About Myself) (2005 Digital Remaster)
1865,SOBJZRJ12A8C13EB0C,Greater Vision,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra)
1866,SOJHOTE12AB018B253,Styles P & The Evil Genius DJ Green Lantern,Shadows
1867,SOHMAOS12A8C134A75,John Williams,Everything I Do from Robin Hood
1868,SOWPPKS12AB018E2F5,Aesop Rock,Train Buffer
1869,SOKUTVW12A6310D81B,Rakim,Skit
1870,SOZRYQY12AB0188BE0,Paulo Flores,Poema do semba
1871,SOACUIU12A6D4F715B,Devo,Going Under
1872,SODKDRR12AB0186636,Leroy Hutson,Never Know What You Can Do (Give It A Try) - Original
1873,SOLJYHM12AB0186497,Vince Guaraldi,Corcovado
1874,SOPBSOW12AB01851A8,Capleton,Bumbo Red
1875,SOCQBIM12A8C14419E,The London Theatre Orchestra,War Of The Worlds
1876,SOMGPML12A8C13AE8C,Foals,Red Socks Pugie
1877,SOUCHOR12A58A81155,Faith Hill,I Want You (Album Version)
1878,SOBFTYI12AB01849FC,John Brown,Sarah Palin {I Wanna Lay Pipe} [Remix]
1879,SOIBGHG12A6D4F7514,Yahir,No Te Apartes De Mi
1880,SOQHIVE12A8C143339,Memphis Jug Band,Going Back To Memphis
1881,SOBFLPE12A6D4F8687,Michael Jackson,Ain't No Sunshine
1882,SOEYLSW12A8C131366,Gregory Isaacs,Down the Line
1883,SOLTWNN12A8C13FE24,Sam Fan Thomas,African Typic Collection
1884,SOYDJRJ12AC4685EDB,Bonita & Jerry Cormier,La maison ou j'ai grandi
1885,SOHDSGQ12A8C141B05,Sunnyland Slim,Tired Of You Clowning
1886,SOHMJUP12AC4687BA0,Sara Melson,Anywhere Anytime
1887,SOCVXPM12AB0184AC4,Happy Mondays,Hallelujah [Club Mix - Remastered version]
1888,SORABBL12A58A7C15E,Incubus,A Crow Left Of The Murder
1889,SOKJDLN12AB01826D9,Laurie Berkner,Ice Cream Cone
1890,SOLYPRP12AB017D90F,Naseebo Lal,Ek Pardesi Di\xc2\xa0
1891,SOEMTZO12A8151DD78,Brian Keane,Dark Flashes
1892,SOKBEGN12A8C142678,Dishwalla,Moisture
1893,SOOMYIJ12A8C133601,Cybertribe,Cry Of The Earth
1894,SOHGXBL12AB0183D01,Beenie Man,Stack and Pile
1895,SOMQNVZ12AC468A9AD,Little Junior Parker,Please Baby Blues
1896,SONCWFW12A8AE4702B,Adam Ant,Goody Two Shoes
1897,SOUOIBI12AC3DFB10A,Marco Polo,Shitzzo
1898,SOAFNMG12A8C136D00,Mariano Yanani,I Still Haven't Found What I'm Looking For
1899,SOPMIMB12A8C13C87E,Robin Fox,Wonderland
1900,SOMNBNO12A8C1430D2,Seventh Star,I Versus I
1901,SODPYOG12A8C136332,Busdriver,Ellen Disingenuous
1902,SOZLDWX12AB0181A32,Negura Bunget,Plecaciunea mortii
1903,SOASRSU12AC960D99A,Brenda Lee,Ballin' the Jack
1904,SOUTDGY12A8C13F17A,Buddy Miles,Don't Keep Me Wondering
1905,SOIYUEY12AB0184151,DJ Harry,'Round the Wheel
1906,SOSPGMD12AB0180C42,Gisselle,Me Decidi
1907,SODHAHY12A58A8024A,Eddy Arnold,I\xc2\xb4m Throwing Rice
1908,SOLKVTJ12A6D4FC610,Bobbie Gentry,Ace Insurance Man
1909,SOJBWKS12A8C135255,Herbert  von Karajan,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky)
1910,SOZRJUQ12A81C1F779,African Rhythm Messengers,baby Wayo
1911,SOCHEWB12AC4685ED1,Bonita & Jerry Cormier,Sans ton amour
1912,SOMASOQ12AB018ACC8,Ben Sidran,Everybody's boppin'
1913,SOHHZTL12A8C1363B4,Lole y Manuel,Tango de la Flor (Album Version)
1914,SOUBKZQ12AB0188926,Alphonse Mouzon,The Ram And The Scorpio
1915,SOCJPYJ12AB0188BCC,Special Duties,I Am The Curse (Duties Demo)
1916,SOHHLEA12AB017BD6E,Los Amigos Invisibles,San Agustin
1917,SOBKJPO12AC3DFA006,Aeoliah,We Are One Light
1918,SOHWHDA12AC3DF5493,James Blackwood with The Light Crust Doughboys,This World Is Not My Home
1919,SOCVJVC12A67FFB40C,Mando Diao,Popovic
1920,SOIHEVW12A8C13D051,Mikey Dread,Pound a Weed
1921,SOQTEHM12A8C1388E6,Junior Reid,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)"
1922,SOIDUUW12A8C13DF25,Louis Prima And Keely Smith,I've Got You Under My Skin
1923,SOWFODK12A6D4FD35E,Clarence Profit,Tropical Nights
1924,SOKYOBT12A6D4FBBB0,Dimmu Borgir,Puritania
1925,SOXMJIX12A8C13C3FE,Kane,My Heart's Desire
1926,SOZAPQT12A8C142821,Kings Of Leon,Ragoo
1927,SOQMSPF12AB018C5DF,Les Hou-Lops,Quand on est amoureux
1928,SOALKSA12A8C140F94,Love Jones,I Like Young Girls
